# T FID/(NkBT) FEX/(NkBT) FTOT/(NkBT) SID/(NkB) SEX/(NkB) STOT/(NkB)
1.4500000000 -8.2245270799 0.3405226663 -7.8840044137 9.7245270799 -3.2055521312 6.5189749488
1.4000000000 -8.1718901002 0.2373473464 -7.9345427538 9.6718901002 -3.2433947335 6.4284953667
1.3500000000 -8.1173386340 0.1250491988 -7.9922894352 9.6173386340 -3.2827590951 6.3345795389
1.3000000000 -8.0607281420 0.0024952561 -8.0582328859 9.5607281420 -3.3241141287 6.2366140133
1.2500000000 -8.0018970723 -0.1316365006 -8.1335335729 9.5018970723 -3.3674163646 6.1344807076
1.2000000000 -7.9406640805 -0.2788976395 -8.2195617200 9.4406640805 -3.4135481855 6.0271158950
1.1500000000 -7.8768246588 -0.4411205541 -8.3179452129 9.3768246588 -3.4621784814 5.9146461774
1.1000000000 -7.8101470150 -0.6204840022 -8.4306310172 9.3101470150 -3.5142245356 5.7959224794
1.0500000000 -7.7403669915 -0.8195977336 -8.5599647252 9.2403669915 -3.5689107458 5.6714562457
1.0000000000 -7.6671817453 -1.0416129851 -8.7087947304 9.1671817453 -3.6272013138 5.5399804315
0.9500000000 -7.5902418037 -1.2903685143 -8.8806103180 9.0902418037 -3.6898002071 5.4004415966
0.9000000000 -7.5091409718 -1.5705861852 -9.0797271570 9.0091409718 -3.7569011236 5.2522398482
0.8500000000 -7.4234033510 -1.8881367933 -9.3115401443 8.9234033510 -3.8280445258 5.0953588252
0.8000000000 -7.3324664183 -2.2504072727 -9.5828736910 8.8324664183 -3.9075230259 4.9249433924
0.7500000000 -7.2356586366 -2.6668172184 -9.9024758551 8.7356586366 -3.9918217300 4.7438369067
0.7000000000 -7.1321693294 -3.1495603341 -10.2817296635 8.6321693294 -4.0845154796 4.5476538498
0.6500000000 -7.0210073711 -3.7146934261 -10.7357007973 8.5210073711 -4.1864591026 4.3345482685
0.6000000000 -6.9009433096 -4.3837781292 -11.2847214388 8.4009433096 -4.2991184490 4.1018248607
